../data/album_reviews/20190517_Logic - Confessions of a Dangerous Mind ALBUM REVIEW/20190517_Logic - Confessions of a Dangerous Mind ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20130207_My Bloody Valentine - MBV ALBUM REVIEW/20130207_My Bloody Valentine - MBV ALBUM REVIEW.jpg	none
../data/album_reviews/20110115_Ghost- Opus Eponymous ALBUM REVIEW/20110115_Ghost- Opus Eponymous ALBUM REVIEW.jpg	none
../data/album_reviews/20120125_Lamb of God- Resolution ALBUM REVIEW/20120125_Lamb of God- Resolution ALBUM REVIEW.jpg	none
../data/album_reviews/20101012_The Fresh & Onlys- Play It Strange ALBUM REVIEW/20101012_The Fresh & Onlys- Play It Strange ALBUM REVIEW.jpg	none
../data/album_reviews/20160510_Radiohead - A Moon Shaped Pool ALBUM REVIEW/20160510_Radiohead - A Moon Shaped Pool ALBUM REVIEW.jpg	none
../data/album_reviews/20190917_JPEGMAFIA - All My Heroes Are Cornballs ALBUM REVIEW/20190917_JPEGMAFIA - All My Heroes Are Cornballs ALBUM REVIEW.jpg	none
../data/album_reviews/20180316_Natalia Lafourcade - Musas Vol. 2 ALBUM REVIEW/20180316_Natalia Lafourcade - Musas Vol. 2 ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20190619_Holly Herndon - PROTO ALBUM REVIEW/20190619_Holly Herndon - PROTO ALBUM REVIEW.jpg	none
../data/album_reviews/20160209_Future - EVOL ALBUM REVIEW/20160209_Future - EVOL ALBUM REVIEW.jpg	none
../data/album_reviews/20100308_The Knife- Tomorrow, In a Year Album Review/20100308_The Knife- Tomorrow, In a Year Album Review.jpg	none
../data/album_reviews/20120711_Frank Ocean- Channel Orange ALBUM REVIEW/20120711_Frank Ocean- Channel Orange ALBUM REVIEW.jpg	none
../data/album_reviews/20160309_The 1975 - I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It ALBUM REVIEW/20160309_The 1975 - I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It ALBUM REVIEW.jpg	none
../data/album_reviews/20111103_ASAP Rocky- LiveLoveA$AP ALBUM REVIEW/20111103_ASAP Rocky- LiveLoveA$AP ALBUM REVIEW.jpg	none
../data/album_reviews/20180905_IDLES - Joy as an Act of Resistance. ALBUM REVIEW/20180905_IDLES - Joy as an Act of Resistance. ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20100928_Neil Young- Le Noise ALBUM REVIEW/20100928_Neil Young- Le Noise ALBUM REVIEW.jpg	none
../data/album_reviews/20181113_Sun Kil Moon - This Is My Dinner ALBUM REVIEW/20181113_Sun Kil Moon - This Is My Dinner ALBUM REVIEW.jpg	none
../data/album_reviews/20100905_Miami Horror- Illumination ALBUM REVIEW/20100905_Miami Horror- Illumination ALBUM REVIEW.jpg	none
../data/album_reviews/20170221_Future - Self-Titled ALBUM REVIEW/20170221_Future - Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20180403_The Voidz - Virtue ALBUM REVIEW/20180403_The Voidz - Virtue ALBUM REVIEW.jpg	none
../data/album_reviews/20160225_Matmos - Ultimate Care II ALBUM REVIEW/20160225_Matmos - Ultimate Care II ALBUM REVIEW.jpg	none
../data/album_reviews/20120404_High On Fire- De Vermis Mysteriis ALBUM REVIEW/20120404_High On Fire- De Vermis Mysteriis ALBUM REVIEW.jpg	none
../data/album_reviews/20151214_Archy Marshall - A New Place 2 Drown ALBUM REVIEW/20151214_Archy Marshall - A New Place 2 Drown ALBUM REVIEW.jpg	none
../data/album_reviews/20160111_Benjamin Clementine - At Least For Now ALBUM REVIEW/20160111_Benjamin Clementine - At Least For Now ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20190612_The Mountain Goats - In League with Dragons ALBUM REVIEW/20190612_The Mountain Goats - In League with Dragons ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20140624_Open Mike Eagle - Dark Comedy ALBUM REVIEW/20140624_Open Mike Eagle - Dark Comedy ALBUM REVIEW.jpg	none
../data/album_reviews/20190904_Blanck Mass - Animated Violence Mild ALBUM REVIEW/20190904_Blanck Mass - Animated Violence Mild ALBUM REVIEW.jpg	none
../data/album_reviews/20200312_Princess Nokia - Everything Is Beautiful & Everything Sucks ALBUM REVIEW/20200312_Princess Nokia - Everything Is Beautiful & Everything Sucks ALBUM REVIEW.jpg	none
../data/album_reviews/20130206_Dumbo Gets Mad - Quantum Leap ALBUM REVIEW/20130206_Dumbo Gets Mad - Quantum Leap ALBUM REVIEW.jpg	none
../data/album_reviews/20150813_Cattle Decapitation - The Anthropocene Extinction ALBUM REVIEW/20150813_Cattle Decapitation - The Anthropocene Extinction ALBUM REVIEW.jpg	none
../data/album_reviews/20141207_Ghostface Killah - 36 Seasons ALBUM REVIEW/20141207_Ghostface Killah - 36 Seasons ALBUM REVIEW.jpg	none
../data/album_reviews/20120615_Suns- The Engine Room ALBUM REVIEW/20120615_Suns- The Engine Room ALBUM REVIEW.jpg	none
../data/album_reviews/20120522_Best Coast- The Only Place ALBUM REVIEW/20120522_Best Coast- The Only Place ALBUM REVIEW.jpg	none
../data/album_reviews/20160719_Apathy - Handshakes With Snakes ALBUM REVIEW/20160719_Apathy - Handshakes With Snakes ALBUM REVIEW.jpg	none
../data/album_reviews/20110717_Zombi- Escape Velocity ALBUM REVIEW/20110717_Zombi- Escape Velocity ALBUM REVIEW.jpg	none
../data/album_reviews/20190123_Sharon Van Etten - Remind Me Tomorrow ALBUM REVIEW/20190123_Sharon Van Etten - Remind Me Tomorrow ALBUM REVIEW.jpg	none
../data/album_reviews/20120803_Om- Advaitic Songs ALBUM REVIEW/20120803_Om- Advaitic Songs ALBUM REVIEW.jpg	none
../data/album_reviews/20100511_The National- High Violet ALBUM REVIEW/20100511_The National- High Violet ALBUM REVIEW.jpg	none
../data/album_reviews/20160926_Wilco - Schmilco ALBUM REVIEW/20160926_Wilco - Schmilco ALBUM REVIEW.jpg	none
../data/album_reviews/20111012_Mr. Muthafuckin' eXquire- Lost In Translation ALBUM REVIEW/20111012_Mr. Muthafuckin' eXquire- Lost In Translation ALBUM REVIEW.jpg	none
../data/album_reviews/20110928_Mastodon- The Hunter ALBUM REVIEW/20110928_Mastodon- The Hunter ALBUM REVIEW.jpg	none
../data/album_reviews/20141103_Black Milk - If There's A Hell Below ALBUM REVIEW/20141103_Black Milk - If There's A Hell Below ALBUM REVIEW.jpg	none
../data/album_reviews/20120905_Animal Collective- Centipede Hz ALBUM REVIEW/20120905_Animal Collective- Centipede Hz ALBUM REVIEW.jpg	none
../data/album_reviews/20150316_Modest Mouse - Strangers To Ourselves ALBUM REVIEW/20150316_Modest Mouse - Strangers To Ourselves ALBUM REVIEW.jpg	none
../data/album_reviews/20130908_Arctic Monkeys - AM ALBUM REVIEW/20130908_Arctic Monkeys - AM ALBUM REVIEW.jpg	none
../data/album_reviews/20121001_Deerhoof- Breakup Song ALBUM REVIEW/20121001_Deerhoof- Breakup Song ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20110909_The Men- Leave Home ALBUM REVIEW/20110909_The Men- Leave Home ALBUM REVIEW.jpg	none
../data/album_reviews/20120216_Tennis- Young & Old ALBUM REVIEW/20120216_Tennis- Young & Old ALBUM REVIEW.jpg	none
../data/album_reviews/20100813_Various Artists- Afro-Beat Airways ALBUM REVIEW/20100813_Various Artists- Afro-Beat Airways ALBUM REVIEW.jpg	none
../data/album_reviews/20180319_XXXTENTACION -  ALBUM REVIEW/20180319_XXXTENTACION -  ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20191021_Ana Frango Elétrico - Little Electric Chicken Heart ALBUM REVIEW/20191021_Ana Frango Elétrico - Little Electric Chicken Heart ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20130415_Big K.R.I.T. - King Remembered In Time ALBUM REVIEW/20130415_Big K.R.I.T. - King Remembered In Time ALBUM REVIEW.jpg	none
../data/album_reviews/20170620_Young Thug - Beautiful Thugger Girls ALBUM REVIEW/20170620_Young Thug - Beautiful Thugger Girls ALBUM REVIEW.jpg	none
../data/album_reviews/20140403_White Hinterland - Baby ALBUM REVIEW/20140403_White Hinterland - Baby ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20200224_King Krule - Man Alive! ALBUM REVIEW/20200224_King Krule - Man Alive! ALBUM REVIEW.jpg	none
../data/album_reviews/20100831_Magic Kids- Memphis ALBUM REVIEW/20100831_Magic Kids- Memphis ALBUM REVIEW.jpg	none
../data/album_reviews/20131120_M.I.A. - Matangi ALBUM REVIEW/20131120_M.I.A. - Matangi ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20190729_Dorian Electra - Flamboyant ALBUM REVIEW/20190729_Dorian Electra - Flamboyant ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20140806_Jenny Lewis - The Voyager ALBUM REVIEW/20140806_Jenny Lewis - The Voyager ALBUM REVIEW.jpg	none
../data/album_reviews/20171116_Destroyer - ken ALBUM REVIEW/20171116_Destroyer - ken ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20130516_The Dillinger Escape Plan - One Of Us Is The Killer ALBUM REVIEW/20130516_The Dillinger Escape Plan - One Of Us Is The Killer ALBUM REVIEW.jpg	none
../data/album_reviews/20180516_Beach House - 7 ALBUM REVIEW/20180516_Beach House - 7 ALBUM REVIEW.jpg	none
../data/album_reviews/20120207_Leonard Cohen- Old Ideas ALBUM REVIEW/20120207_Leonard Cohen- Old Ideas ALBUM REVIEW.jpg	none
../data/album_reviews/20161216_Injury Reserve - Floss ALBUM REVIEW/20161216_Injury Reserve - Floss ALBUM REVIEW.jpg	none
../data/album_reviews/20120915_Ondatrópica- Self-Titled ALBUM REVIEW/20120915_Ondatrópica- Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20160112_David Bowie - ★ (Blackstar) ALBUM REVIEW [R.I.P. BOWIE]/20160112_David Bowie - ★ (Blackstar) ALBUM REVIEW [R.I.P. BOWIE].jpg	none
../data/album_reviews/20120508_Lone- Galaxy Garden ALBUM REVIEW/20120508_Lone- Galaxy Garden ALBUM REVIEW.jpg	none
../data/album_reviews/20140827_Raury - Indigo Child ALBUM REVIEW/20140827_Raury - Indigo Child ALBUM REVIEW.jpg	none
../data/album_reviews/20190128_Weezer - Self-Titled (Teal) ALBUM REVIEW/20190128_Weezer - Self-Titled (Teal) ALBUM REVIEW.jpg	none
../data/album_reviews/20190708_Jaden - ERYS ALBUM REVIEW/20190708_Jaden - ERYS ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20140910_Death From Above 1979 - The Physical World ALBUM REVIEW/20140910_Death From Above 1979 - The Physical World ALBUM REVIEW.jpg	none
../data/album_reviews/20180220_Car Seat Headrest - Twin Fantasy (Face to Face) ALBUM REVIEW/20180220_Car Seat Headrest - Twin Fantasy (Face to Face) ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20180719_Snail Mail - Lush ALBUM REVIEW/20180719_Snail Mail - Lush ALBUM REVIEW.jpg	none
../data/album_reviews/20180627_SOPHIE - Oil of Every Pearl's Un-Insides ALBUM REVIEW/20180627_SOPHIE - Oil of Every Pearl's Un-Insides ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20170201_Ty Segall - Self-Titled ALBUM REVIEW/20170201_Ty Segall - Self-Titled ALBUM REVIEW.jpg	blue-white flannel
../data/album_reviews/20140825_Uncommon Nasa - New York Telephone ALBUM REVIEW/20140825_Uncommon Nasa - New York Telephone ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20200310_U.S. Girls - Heavy Light ALBUM REVIEW/20200310_U.S. Girls - Heavy Light ALBUM REVIEW.jpg	black-white flannel
../data/album_reviews/20140429_tUnE-yArDs - Nikki Nack ALBUM REVIEW/20140429_tUnE-yArDs - Nikki Nack ALBUM REVIEW.jpg	none
../data/album_reviews/20120517_Marilyn Manson- Born Villain ALBUM REVIEW/20120517_Marilyn Manson- Born Villain ALBUM REVIEW.jpg	none
../data/album_reviews/20151217_Christian Scott aTunde Adjuah - Stretch Music ALBUM REVIEW/20151217_Christian Scott aTunde Adjuah - Stretch Music ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20111201_Oneohtrix Point Never- Replica ALBUM REVIEW/20111201_Oneohtrix Point Never- Replica ALBUM REVIEW.jpg	none
../data/album_reviews/20151124_Freddie Gibbs - Shadow of a Doubt ALBUM REVIEW/20151124_Freddie Gibbs - Shadow of a Doubt ALBUM REVIEW.jpg	none
../data/album_reviews/20150406_Courtney Barnett - Sometimes I Sit and Think, and Sometimes I Just Sit ALBUM REVIEW/20150406_Courtney Barnett - Sometimes I Sit and Think, and Sometimes I Just Sit ALBUM REVIEW.jpg	none
../data/album_reviews/20160429_Xiu Xiu - Plays the Music of Twin Peaks ALBUM REVIEW/20160429_Xiu Xiu - Plays the Music of Twin Peaks ALBUM REVIEW.jpg	none
../data/album_reviews/20200227_Grimes - Miss Anthropocene ALBUM REVIEW/20200227_Grimes - Miss Anthropocene ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20190812_Tomb Mold - Planetary Clairvoyance ALBUM REVIEW/20190812_Tomb Mold - Planetary Clairvoyance ALBUM REVIEW.jpg	none
../data/album_reviews/20191212_Uncommon Nasa & Kount Fif - City as School ALBUM REVIEW/20191212_Uncommon Nasa & Kount Fif - City as School ALBUM REVIEW.jpg	none
../data/album_reviews/20160908_of Montreal - Innocence Reaches ALBUM REVIEW/20160908_of Montreal - Innocence Reaches ALBUM REVIEW.jpg	none
../data/album_reviews/20170411_Father John Misty - Pure Comedy ALBUM REVIEW/20170411_Father John Misty - Pure Comedy ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20120718_Holograms- Self-Titled ALBUM REVIEW/20120718_Holograms- Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20170817_Richard Dawson - Peasant ALBUM REVIEW/20170817_Richard Dawson - Peasant ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20130523_This Routine Is Hell - Howl ALBUM REVIEW/20130523_This Routine Is Hell - Howl ALBUM REVIEW.jpg	none
../data/album_reviews/20140611_Jack White - Lazaretto ALBUM REVIEW/20140611_Jack White - Lazaretto ALBUM REVIEW.jpg	none
../data/album_reviews/20120419_Moonface- With Siinai - Heartbreaking Bravery ALBUM REVIEW/20120419_Moonface- With Siinai - Heartbreaking Bravery ALBUM REVIEW.jpg	none
../data/album_reviews/20170216_Quelle Chris - Being You Is Great, I Wish I Could Be You More Often ALBUM REVIEW/20170216_Quelle Chris - Being You Is Great, I Wish I Could Be You More Often ALBUM REVIEW.jpg	none
../data/album_reviews/20160120_Jesu _ Sun Kil Moon - Self-Titled ALBUM REVIEW/20160120_Jesu _ Sun Kil Moon - Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20160914_clipping. - Splendor & Misery ALBUM REVIEW/20160914_clipping. - Splendor & Misery ALBUM REVIEW.jpg	none
../data/album_reviews/20150205_Matana Roberts - Coin Coin Chapter 3 - River Run Thee ALBUM REVIEW/20150205_Matana Roberts - Coin Coin Chapter 3 - River Run Thee ALBUM REVIEW.jpg	none
../data/album_reviews/20120514_Beach House- Bloom ALBUM REVIEW/20120514_Beach House- Bloom ALBUM REVIEW.jpg	none
../data/album_reviews/20150519_Faith No More - Sol Invictus ALBUM REVIEW/20150519_Faith No More - Sol Invictus ALBUM REVIEW.jpg	none
../data/album_reviews/20120228_Christian Mistress- Possession ALBUM REVIEW/20120228_Christian Mistress- Possession ALBUM REVIEW.jpg	none
../data/album_reviews/20110515_Jesu- Ascension ALBUM REVIEW/20110515_Jesu- Ascension ALBUM REVIEW.jpg	none
../data/album_reviews/20131210_Childish Gambino - Because The Internet ALBUM REVIEW/20131210_Childish Gambino - Because The Internet ALBUM REVIEW.jpg	none
../data/album_reviews/20130509_Phoenix - Bankrupt! ALBUM REVIEW/20130509_Phoenix - Bankrupt! ALBUM REVIEW.jpg	none
../data/album_reviews/20121116_Action Bronson and the Alchemist- Rare Chandeliers ALBUM REVIEW/20121116_Action Bronson and the Alchemist- Rare Chandeliers ALBUM REVIEW.jpg	none
../data/album_reviews/20130419_Kurt Vile - Wakin On A Pretty Daze ALBUM REVIEW/20130419_Kurt Vile - Wakin On A Pretty Daze ALBUM REVIEW.jpg	none
../data/album_reviews/20121022_Kendrick Lamar- good kid, m.A.A.d. city ALBUM REVIEW/20121022_Kendrick Lamar- good kid, m.A.A.d. city ALBUM REVIEW.jpg	none
../data/album_reviews/20190524_Injury Reserve - Self-Titled ALBUM REVIEW/20190524_Injury Reserve - Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20151018_The World Is A Beautiful Place & I Am No Longer Afraid To Die - Harmlessness ALBUM REVIEW/20151018_The World Is A Beautiful Place & I Am No Longer Afraid To Die - Harmlessness ALBUM REVIEW.jpg	none
../data/album_reviews/20190709_Pi'erre Bourne - The Life of Pi'erre 4 ALBUM REVIEW/20190709_Pi'erre Bourne - The Life of Pi'erre 4 ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20121231_Madvillain- Madvillainy ALBUM REVIEW/20121231_Madvillain- Madvillainy ALBUM REVIEW.jpg	none
../data/album_reviews/20130701_Kyary Pamyu Pamyu - Nandacollection ALBUM REVIEW (きゃりーぱみゅぱみゅ - なんだこれくしょん)/20130701_Kyary Pamyu Pamyu - Nandacollection ALBUM REVIEW (きゃりーぱみゅぱみゅ - なんだこれくしょん).jpg	none
../data/album_reviews/20191209_Griselda - WWCD ALBUM REVIEW/20191209_Griselda - WWCD ALBUM REVIEW.jpg	none
../data/album_reviews/20120102_The Internet- Purple Naked Ladies ALBUM REVIEW/20120102_The Internet- Purple Naked Ladies ALBUM REVIEW.jpg	none
../data/album_reviews/20121011_Macklemore and Ryan Lewis- The Heist ALBUM REVIEW/20121011_Macklemore and Ryan Lewis- The Heist ALBUM REVIEW.jpg	none
../data/album_reviews/20151024_Raury - All We Need ALBUM REVIEW/20151024_Raury - All We Need ALBUM REVIEW.jpg	none
../data/album_reviews/20100726_Best Coast- Crazy For You ALBUM REVIEW/20100726_Best Coast- Crazy For You ALBUM REVIEW.jpg	none
../data/album_reviews/20160622_Jon Bellion - The Human Condition ALBUM REVIEW/20160622_Jon Bellion - The Human Condition ALBUM REVIEW.jpg	none
../data/album_reviews/20111228_Frank Zappa- Hot Rats ALBUM REVIEW/20111228_Frank Zappa- Hot Rats ALBUM REVIEW.jpg	none
../data/album_reviews/20130401_Wavves - Afraid of Heights ALBUM REVIEW/20130401_Wavves - Afraid of Heights ALBUM REVIEW.jpg	none
../data/album_reviews/20200323_The Weeknd - After Hours ALBUM REVIEW/20200323_The Weeknd - After Hours ALBUM REVIEW.jpg	blue flannel
../data/album_reviews/20120816_2 Chainz- Based on a T.R.U. Story ALBUM REVIEW/20120816_2 Chainz- Based on a T.R.U. Story ALBUM REVIEW.jpg	none
../data/album_reviews/20190405_Billy Woods & Kenny Segal - Hiding Places ALBUM REVIEW/20190405_Billy Woods & Kenny Segal - Hiding Places ALBUM REVIEW.jpg	none
../data/album_reviews/20170711_Haim - Something to Tell You ALBUM REVIEW/20170711_Haim - Something to Tell You ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20181018_Polyphia - New Levels New Devils ALBUM REVIEW/20181018_Polyphia - New Levels New Devils ALBUM REVIEW.jpg	yellow flannel
../data/album_reviews/20130619_Melt Yourself Down - Self-Titled ALBUM REVIEW/20130619_Melt Yourself Down - Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20150428_Colin Stetson and Sarah Neufeld - Never Were the Way She Was ALBUM REVIEW/20150428_Colin Stetson and Sarah Neufeld - Never Were the Way She Was ALBUM REVIEW.jpg	none
../data/album_reviews/20101227_Big Blood- Dark Country Magic ALBUM REVIEW/20101227_Big Blood- Dark Country Magic ALBUM REVIEW.jpg	none
../data/album_reviews/20120830_Slaughterhouse- Welcome to - Our House ALBUM REVIEW/20120830_Slaughterhouse- Welcome to - Our House ALBUM REVIEW.jpg	none
../data/album_reviews/20180103_N.E.R.D - NO_ONE EVER REALLY DIES ALBUM REVIEW/20180103_N.E.R.D - NO_ONE EVER REALLY DIES ALBUM REVIEW.jpg	none
../data/album_reviews/20171018_King Krule - The OOZ ALBUM REVIEW/20171018_King Krule - The OOZ ALBUM REVIEW.jpg	red flannel
../data/album_reviews/20120724_Gnaw Their Tongues- Eschatological Scatology ALBUM REVIEW/20120724_Gnaw Their Tongues- Eschatological Scatology ALBUM REVIEW.jpg	none
../data/album_reviews/20170809_Black Lips - Satan's Graffiti or God's Art ALBUM REVIEW/20170809_Black Lips - Satan's Graffiti or God's Art ALBUM REVIEW.jpg	none
../data/album_reviews/20110106_All Pigs Must DIe- Self-Titled ALBUM REVIEW/20110106_All Pigs Must DIe- Self-Titled ALBUM REVIEW.jpg	none
../data/album_reviews/20150101_Iron Maiden - The Number of the Beast ALBUM REVIEW/20150101_Iron Maiden - The Number of the Beast ALBUM REVIEW.jpg	none
../data/album_reviews/20140120_Silver Mount Zion - Fuck Off Get Free We Pour Light On Everything ALBUM REVIEW/20140120_Silver Mount Zion - Fuck Off Get Free We Pour Light On Everything ALBUM REVIEW.jpg	? flannel
